combination_id,source_category,source_label,scope_urls,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,access_level,risk_label
SC-0474,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Photos, access_type: full_access, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/photoslibrary,4,0,0,3,2,0,2,High
SC-0475,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Photos, access_type: full_access, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/photoslibrary,4,0,0,3,2,0,2,High
SC-0476,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Photos, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/photoslibrary,4,0,0,3,2,0,2,High
SC-0477,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: full_access, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/presentations; https://www.googleapis.com/auth/documents,4,0,0,4,3,0,2,High
SC-0478,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: full_access, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/presentations; https://www.googleapis.com/auth/documents,4,0,0,4,3,0,2,High
SC-0479,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: full_access, google_classification: sensitive; service: Docs, access_type: full_access, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/presentations; https://www.googleapis.com/auth/documents,4,0,0,4,3,0,2,High
SC-0480,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/documents,4,0,0,4,2,0,2,High
SC-0481,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/calendar.events.readonly,3,0,0,4,3,0,0,Medium
SC-0482,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/tasks.readonly; https://www.googleapis.com/auth/calendar.events.readonly,3,0,0,4,3,0,0,Medium
SC-0483,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/tasks.readonly,3,0,0,4,2,0,0,Medium
SC-0484,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/firebase,3,0,0,4,2,0,2,Medium
SC-0485,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/compute,3,0,0,4,3,0,2,High
SC-0486,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Compute, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/compute,3,0,0,4,2,0,2,Medium
SC-0487,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/compute,3,0,0,4,3,0,2,High
SC-0488,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/adsense.readonly,2,0,0,4,2,0,0,Low
SC-0489,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: read, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/youtube.readonly,3,0,0,4,3,0,0,Medium
SC-0490,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: read, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/youtube.readonly,3,0,0,4,3,0,0,Medium
SC-0491,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; service: YouTube, access_type: read, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/adsense.readonly; https://www.googleapis.com/auth/youtube.readonly,3,0,0,4,3,0,0,Medium
SC-0492,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/contacts.readonly,4,0,1,4,3,0,2,High
SC-0493,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/contacts.readonly,4,0,1,4,3,0,2,High
SC-0494,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/contacts.readonly,4,0,1,4,3,0,2,High
SC-0495,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/photoslibrary.readonly; https://www.googleapis.com/auth/spreadsheets.readonly,4,0,0,6,5,0,0,High
SC-0496,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/photoslibrary.readonly; https://www.googleapis.com/auth/spreadsheets.readonly,4,0,0,6,4,0,0,High
SC-0497,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Sheets, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/spreadsheets.readonly,4,0,0,6,4,0,0,High
SC-0498,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Slides, access_type: read, google_classification: sensitive; service: Docs, access_type: read, google_classification: sensitive; service: Photos, access_type: read, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/documents.readonly; https://www.googleapis.com/auth/photoslibrary.readonly,4,0,0,6,4,0,0,High
SC-0501,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/userinfo.profile; https://www.googleapis.com/auth/analytics,2,0,0,5,2,0,2,Medium
SC-0503,Strategy J: Bool Switching of Medium Risk Combinations,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/classroom.profile.emails,3,1,1,4,2,0,0,High
SC-0504,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; email; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/gmail.send,5,0,1,4,3,1,1,Critical
SC-0505,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/gmail.send,5,0,0,4,2,1,1,High
SC-0506,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; https://www.googleapis.com/auth/classroom.profile.emails; https://www.googleapis.com/auth/gmail.send,5,0,1,4,3,1,1,Critical
SC-0507,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/script.projects,4,1,0,6,4,0,2,Critical
SC-0508,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/script.projects,3,1,0,6,3,0,2,High
SC-0509,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",openid; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/script.projects,4,1,0,6,4,0,2,Critical
SC-0510,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",openid; profile; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/script.projects,4,1,0,6,4,0,2,Critical
SC-0511,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned,4,0,0,5,4,1,2,High
SC-0512,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned,4,0,0,5,4,1,2,High
SC-0513,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Keep, access_type: full_access, google_classification: restricted; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/keep; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned,4,0,0,5,4,1,2,High
SC-0514,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/calendar.events.owned,3,0,0,5,3,0,2,High
SC-0518,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Admin, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/admin.reports.audit.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/drive.file,5,0,0,6,4,0,2,Critical
SC-0519,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Online access only",openid; profile; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.readonly,4,0,0,4,3,1,2,High
SC-0520,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Online access only",openid; email; https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.readonly,4,0,0,4,3,1,2,High
SC-0521,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Drive, access_type: read, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/drive.readonly,4,0,0,4,2,1,0,Medium
SC-0522,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Chat, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/chat.messages,4,0,0,4,2,0,2,High
SC-0523,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/script.projects,3,1,0,5,3,0,2,High
SC-0524,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",openid; profile; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/script.projects,3,1,0,5,4,0,2,High
SC-0525,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Blogger, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/blogger; https://www.googleapis.com/auth/analytics,2,1,0,5,3,0,2,High
SC-0526,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Analytics, access_type: full_access, google_classification: sensitive; service: Apps Script, access_type: write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/script.projects,3,1,0,5,3,0,2,High
SC-0527,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/userinfo.profile,1,0,0,4,1,0,0,Low
SC-0528,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/userinfo.email; https://www.googleapis.com/auth/userinfo.profile,1,0,0,4,1,0,0,Low
SC-0529,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",openid; email; https://www.googleapis.com/auth/userinfo.email,1,0,0,3,1,0,0,Low
SC-0530,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",profile; email; https://www.googleapis.com/auth/userinfo.email,1,0,0,3,1,0,0,Low
SC-0531,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/userinfo.email,1,0,0,3,1,0,0,Low
SC-0532,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/drive.file,4,0,0,5,3,0,2,High
SC-0533,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",profile; email; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/drive.file,4,0,0,5,4,0,2,High
SC-0534,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/forms.body,4,0,0,5,3,0,2,High
SC-0535,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Docs, access_type: full_access, google_classification: sensitive; service: Forms, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/documents; https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/drive.file,4,0,0,5,4,0,2,High
SC-0536,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/fitness.blood_glucose.read,4,1,0,4,3,0,2,High
SC-0537,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Offline refresh token",profile; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/fitness.blood_glucose.read,4,1,0,4,3,0,2,High
SC-0538,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Fitness, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/fitness.blood_glucose.read,4,1,0,4,2,0,0,High
SC-0539,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Firebase, access_type: full_access, google_classification: sensitive; service: Fitness, access_type: read, google_classification: sensitive; Offline refresh token",openid; email; https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/fitness.blood_glucose.read,4,1,0,4,3,0,2,High
SC-0540,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",openid; profile; email; https://www.googleapis.com/auth/calendar.events.owned,3,0,0,4,2,0,1,Medium
SC-0541,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: read, google_classification: restricted; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/calendar.events.owned,5,0,0,4,3,1,1,High
SC-0542,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: read, google_classification: restricted; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/calendar.events.owned,5,0,0,4,3,1,1,High
SC-0543,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Gmail, access_type: read, google_classification: restricted; Online access only",openid; profile; email; https://www.googleapis.com/auth/gmail.readonly,5,0,0,4,2,1,0,High
SC-0544,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/spreadsheets,4,0,0,4,3,0,2,High
SC-0545,Strategy J: Bool Switching of Medium Risk Combinations,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/classroom.coursework.students,3,1,0,4,2,0,1,High
SC-0546,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/spreadsheets,4,0,0,4,3,0,2,High
SC-0547,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/spreadsheets,4,0,0,4,3,0,2,High
SC-0548,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Drive, access_type: read, google_classification: restricted; service: YouTube, access_type: write, google_classification: sensitive; Online access only",openid; email; https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/youtube.upload,4,0,0,4,3,1,1,High
SC-0549,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Drive, access_type: read, google_classification: restricted; service: YouTube, access_type: write, google_classification: sensitive; Online access only",openid; profile; https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/youtube.upload,4,0,0,4,3,1,1,High
SC-0550,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Drive, access_type: read, google_classification: restricted; service: YouTube, access_type: write, google_classification: sensitive; Online access only",profile; email; https://www.googleapis.com/auth/drive.readonly; https://www.googleapis.com/auth/youtube.upload,4,0,0,4,3,1,1,High
SC-0551,Strategy J: Bool Switching of Medium Risk Combinations,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Forms, access_type: read, google_classification: sensitive; Offline refresh token",openid; profile; email; https://www.googleapis.com/auth/forms.responses.readonly,3,1,0,4,2,0,0,Medium
SC-0552,Strategy C: Removal,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Forms, access_type: read, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",openid; profile; https://www.googleapis.com/auth/forms.responses.readonly; https://www.googleapis.com/auth/gmail.send,5,0,0,4,3,1,1,High
