combination_id,source_category,source_label,scope_urls,email,mail.google.com,admin.datatransfer,admin.directory.domain,admin.directory.group,admin.directory.rolemanagement,admin.directory.user,admin.directory.user.readonly,admin.directory.user.security,admin.reports.audit.readonly,adsense,adsense.readonly,analytics,analytics.edit,analytics.manage.users,analytics.readonly,bigquery,bigquery.insertdata,blogger,blogger.readonly,calendar,calendar.acls,calendar.acls.readonly,calendar.app.created,calendar.calendarlist,calendar.calendarlist.readonly,calendar.calendars,calendar.calendars.readonly,calendar.events,calendar.events.freebusy,calendar.events.owned,calendar.events.owned.readonly,calendar.events.public.readonly,calendar.events.readonly,calendar.freebusy,calendar.readonly,calendar.settings.readonly,chat.delete,chat.memberships,chat.messages,chat.messages.readonly,chat.spaces,chat.spaces.readonly,classroom.courses,classroom.courses.readonly,classroom.coursework.students,classroom.profile.emails,classroom.rosters,cloud-platform,cloud-platform.read-only,compute,compute.readonly,contacts,contacts.other.readonly,contacts.readonly,devstorage.full_control,devstorage.read_only,devstorage.read_write,directory.readonly,documents,documents.readonly,drive,drive.activity,drive.activity.readonly,drive.appdata,drive.file,drive.metadata,drive.metadata.readonly,drive.photos.readonly,drive.readonly,drive.scripts,firebase,firebase.messaging,firebase.readonly,fitness.activity.read,fitness.activity.write,fitness.blood_glucose.read,fitness.blood_pressure.read,fitness.body.read,fitness.heart_rate.read,fitness.location.read,fitness.sleep.read,forms,forms.body,forms.body.readonly,forms.currentonly,forms.responses.readonly,gmail.addons.current.action.compose,gmail.addons.current.message.action,gmail.addons.current.message.metadata,gmail.addons.current.message.readonly,gmail.compose,gmail.insert,gmail.labels,gmail.metadata,gmail.modify,gmail.readonly,gmail.send,gmail.settings.basic,gmail.settings.sharing,groups,keep,keep.readonly,photoslibrary,photoslibrary.appendonly,photoslibrary.readonly,photoslibrary.readonly.appcreateddata,presentations,presentations.readonly,script.deployments,script.projects,script.projects.readonly,spreadsheets,spreadsheets.readonly,tasks,tasks.readonly,user.addresses.read,user.birthday.read,user.emails.read,user.gender.read,user.organization.read,user.phonenumbers.read,userinfo.email,userinfo.profile,youtube,youtube.force-ssl,youtube.readonly,youtube.upload,youtubepartner,openid,profile,offline,risk_label
SC-0172,Strategy A: Boolean Switching,"service: Gmail, access_type: read_write, google_classification: restricted; service: Drive, access_type: full_access, google_classification: restricted; service: Calendar, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: full_access, google_classification: restricted; service: YouTube, access_type: full_access, google_classification: sensitive; service: Photos, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.modify; https://www.googleapis.com/auth/drive; https://www.googleapis.com/auth/calendar; https://www.googleapis.com/auth/contacts; https://www.googleapis.com/auth/youtube; https://www.googleapis.com/auth/photoslibrary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Critical
SC-0173,Strategy A: Boolean Switching,"service: Gmail, access_type: full_access, google_classification: restricted; service: Contacts, access_type: read, google_classification: sensitive; Online access only",https://mail.google.com/; https://www.googleapis.com/auth/directory.readonly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
SC-0174,Strategy A: Boolean Switching,"service: Gmail, access_type: read_write, google_classification: restricted; service: Gmail, access_type: read_write, google_classification: sensitive; service: Contacts, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.modify; https://www.googleapis.com/auth/gmail.labels; https://www.googleapis.com/auth/contacts.other.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
SC-0175,Strategy A: Boolean Switching,"service: Gmail, access_type: read, google_classification: restricted; service: Gmail, access_type: write, google_classification: restricted; service: Gmail, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/gmail.compose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
SC-0176,Strategy A: Boolean Switching,"service: Gmail, access_type: write, google_classification: restricted; service: Gmail, access_type: read, google_classification: restricted; service: Contacts, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/calendar.events,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
SC-0177,Strategy A: Boolean Switching,"service: Contacts, access_type: full_access, google_classification: restricted; service: Gmail, access_type: write, google_classification: restricted; service: Calendar, access_type: read_write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/contacts; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/drive.file,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
SC-0178,Strategy A: Boolean Switching,"service: Gmail, access_type: read, google_classification: restricted; service: Contacts, access_type: read, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/contacts.readonly; https://www.googleapis.com/auth/calendar.calendars.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
SC-0179,Strategy A: Boolean Switching,"service: Calendar, access_type: read_write, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.events; https://www.googleapis.com/auth/tasks; https://www.googleapis.com/auth/drive.file,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High
SC-0180,Strategy A: Boolean Switching,"service: Drive, access_type: read_write, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/spreadsheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High
SC-0181,Strategy A: Boolean Switching,"service: Calendar, access_type: read, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/calendar.events.readonly; https://www.googleapis.com/auth/tasks.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium
SC-0182,Strategy A: Boolean Switching,"service: Gmail, access_type: full_access, google_classification: restricted; service: Drive, access_type: full_access, google_classification: restricted; service: Calendar, access_type: full_access, google_classification: sensitive; service: Contacts, access_type: full_access, google_classification: restricted; Online access only",https://mail.google.com/; https://www.googleapis.com/auth/drive; https://www.googleapis.com/auth/calendar; https://www.googleapis.com/auth/contacts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
SC-0183,Strategy A: Boolean Switching,"service: Drive, access_type: full_access, google_classification: restricted; service: Calendar, access_type: full_access, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/drive; https://www.googleapis.com/auth/calendar; https://www.googleapis.com/auth/spreadsheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
SC-0184,Strategy A: Boolean Switching,"service: Gmail, access_type: read, google_classification: restricted; service: Drive, access_type: read, google_classification: restricted; Online access only",https://www.googleapis.com/auth/gmail.readonly; https://www.googleapis.com/auth/drive.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
SC-0185,Strategy A: Boolean Switching,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Drive, access_type: read_write, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/drive.file,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical
SC-0186,Strategy A: Boolean Switching,"service: Sheets, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; service: Contacts, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/gmail.send; https://www.googleapis.com/auth/contacts.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical
SC-0187,Strategy A: Boolean Switching,"service: Apps Script, access_type: write, google_classification: sensitive; service: Drive, access_type: full_access, google_classification: restricted; service: Sheets, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/drive; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/gmail.send,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
SC-0188,Strategy A: Boolean Switching,"service: Forms, access_type: full_access, google_classification: sensitive; service: Forms, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/forms.responses.readonly; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/gmail.send,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical
SC-0189,Strategy A: Boolean Switching,"service: Analytics, access_type: read, google_classification: non_sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/analytics.readonly; https://www.googleapis.com/auth/spreadsheets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High
SC-0190,Strategy A: Boolean Switching,"service: Analytics, access_type: full_access, google_classification: sensitive; service: BigQuery, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/analytics; https://www.googleapis.com/auth/bigquery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High
SC-0191,Strategy A: Boolean Switching,"service: Admin, access_type: read, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/spreadsheets,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical
SC-0192,Strategy A: Boolean Switching,"service: YouTube, access_type: write, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/youtube.upload; https://www.googleapis.com/auth/drive.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,High
SC-0193,Strategy A: Boolean Switching,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Analytics, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/youtube; https://www.googleapis.com/auth/analytics.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium
SC-0194,Strategy A: Boolean Switching,"service: Photos, access_type: full_access, google_classification: sensitive; service: Drive, access_type: full_access, google_classification: restricted; Online access only",https://www.googleapis.com/auth/photoslibrary; https://www.googleapis.com/auth/drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
SC-0195,Strategy A: Boolean Switching,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; service: Drive, access_type: read_write, google_classification: non_sensitive; service: Forms, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/classroom.rosters; https://www.googleapis.com/auth/drive.file; https://www.googleapis.com/auth/forms.body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical
SC-0196,Strategy A: Boolean Switching,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Sheets, access_type: full_access, google_classification: sensitive; service: Gmail, access_type: write, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/spreadsheets; https://www.googleapis.com/auth/gmail.send,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical
SC-0197,Strategy A: Boolean Switching,"service: Chat, access_type: full_access, google_classification: sensitive; service: Chat, access_type: read_write, google_classification: sensitive; service: Calendar, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/chat.spaces; https://www.googleapis.com/auth/calendar.events.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High
SC-0198,Strategy A: Boolean Switching,"service: Chat, access_type: full_access, google_classification: sensitive; service: Drive, access_type: read, google_classification: restricted; Offline refresh token",https://www.googleapis.com/auth/chat.messages; https://www.googleapis.com/auth/drive.readonly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High
SC-0199,Strategy A: Boolean Switching,"service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",openid; email; https://www.googleapis.com/auth/userinfo.email; https://www.googleapis.com/auth/userinfo.profile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,Medium
SC-0200,Strategy A: Boolean Switching,"service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: full_access, google_classification: sensitive; service: Admin, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/admin.directory.user; https://www.googleapis.com/auth/admin.directory.group; https://www.googleapis.com/auth/admin.directory.user.security,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Critical
SC-0201,Strategy A: Boolean Switching,"service: Admin, access_type: read, google_classification: sensitive; service: Admin, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/admin.directory.user.readonly; https://www.googleapis.com/auth/admin.reports.audit.readonly,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High
